title,tag,sales,rating,price,brand,url,img
【Philips 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,5006,4.7,3404,Philips,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Logitech 官方正品】2026全新款 機械式電競鍵盤 (熱銷推薦),3C 數位,10918,4.3,8950,Logitech,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Apple 官方正品】2026全新款 次世代遊戲主機 (熱銷推薦),3C 數位,4512,4.4,13953,Apple,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Estee Lauder 官方正品】2026全新款 舒緩修護保濕面膜 (熱銷推薦),美妝保養,10441,4.9,2169,Estee Lauder,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Loreal 官方正品】2026全新款 高效保濕精華液 (熱銷推薦),美妝保養,10442,4.5,1232,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Nintendo 官方正品】2026全新款 次世代遊戲主機 (熱銷推薦),3C 數位,10488,5.0,10739,Nintendo,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Philips 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,7057,4.6,557,Philips,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【GU 官方正品】2026全新款 重磅純棉寬鬆短T (熱銷推薦),潮流服飾,13724,4.5,2362,GU,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【MUJI 官方正品】2026全新款 人體工學記憶棉枕 (熱銷推薦),居家生活,5100,4.5,3359,MUJI,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Estee Lauder 官方正品】2026全新款 舒緩修護保濕面膜 (熱銷推薦),美妝保養,4138,4.7,1547,Estee Lauder,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Philips 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,2582,4.9,1068,Philips,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【平價 官方正品】2026全新款 重磅純棉寬鬆短T (熱銷推薦),潮流服飾,2988,4.8,1459,平價,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Uniqlo 官方正品】2026全新款 復古經典運動鞋 (熱銷推薦),潮流服飾,12950,4.8,1665,Uniqlo,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【MUJI 官方正品】2026全新款 簡約風不鏽鋼保溫杯 (熱銷推薦),居家生活,13428,4.9,1531,MUJI,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Adidas 官方正品】2026全新款 重磅純棉寬鬆短T (熱銷推薦),潮流服飾,10863,4.4,1443,Adidas,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Xiaomi 官方正品】2026全新款 機械式電競鍵盤 (熱銷推薦),3C 數位,5803,4.7,26343,Xiaomi,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Loreal 官方正品】2026全新款 高效保濕精華液 (熱銷推薦),美妝保養,14419,5.0,830,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Loreal 官方正品】2026全新款 高效保濕精華液 (熱銷推薦),美妝保養,9824,4.5,3083,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Philips 官方正品】2026全新款 防滑吸水矽藻土地墊 (熱銷推薦),居家生活,1944,4.5,2460,Philips,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【Loreal 官方正品】2026全新款 舒緩修護保濕面膜 (熱銷推薦),美妝保養,7194,4.2,3402,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Uniqlo 官方正品】2026全新款 日系休閒九分褲 (熱銷推薦),潮流服飾,1196,5.0,1451,Uniqlo,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【The Ordinary 官方正品】2026全新款 潤澤水光唇膏 (熱銷推薦),美妝保養,2091,4.8,1329,The Ordinary,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【The Ordinary 官方正品】2026全新款 水感防曬隔離乳 (熱銷推薦),美妝保養,5394,4.5,1310,The Ordinary,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Adidas 官方正品】2026全新款 日系休閒九分褲 (熱銷推薦),潮流服飾,10944,5.0,2873,Adidas,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【GU 官方正品】2026全新款 潮流工裝縮口褲 (熱銷推薦),潮流服飾,4980,4.5,100,GU,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Estee Lauder 官方正品】2026全新款 水感防曬隔離乳 (熱銷推薦),美妝保養,12923,4.7,2780,Estee Lauder,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【平價 官方正品】2026全新款 多功能收納置物架 (熱銷推薦),居家生活,11119,4.4,2037,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【New Balance 官方正品】2026全新款 重磅純棉寬鬆短T (熱銷推薦),潮流服飾,4699,4.6,2691,New Balance,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Loreal 官方正品】2026全新款 潤澤水光唇膏 (熱銷推薦),美妝保養,12356,4.4,1370,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【Adidas 官方正品】2026全新款 重磅純棉寬鬆短T (熱銷推薦),潮流服飾,807,4.4,2045,Adidas,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【ASUS 官方正品】2026全新款 平板電腦 Pro (熱銷推薦),3C 數位,14568,4.7,12892,ASUS,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【平價 官方正品】2026全新款 多功能收納置物架 (熱銷推薦),居家生活,4047,4.3,2915,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Xiaomi 官方正品】2026全新款 平板電腦 Pro (熱銷推薦),3C 數位,3635,4.3,34094,Xiaomi,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Samsung 官方正品】2026全新款 輕薄手提電腦 (熱銷推薦),3C 數位,13949,4.3,8888,Samsung,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Shiseido 官方正品】2026全新款 植萃深層卸妝油 (熱銷推薦),美妝保養,13403,4.8,2166,Shiseido,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【MUJI 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,14164,4.6,1160,MUJI,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【平價 官方正品】2026全新款 水感防曬隔離乳 (熱銷推薦),美妝保養,10318,4.4,1900,平價,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Estee Lauder 官方正品】2026全新款 零瑕疵柔焦粉底液 (熱銷推薦),美妝保養,5552,4.5,2311,Estee Lauder,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Adidas 官方正品】2026全新款 復古經典運動鞋 (熱銷推薦),潮流服飾,6325,4.8,2992,Adidas,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【ASUS 官方正品】2026全新款 平板電腦 Pro (熱銷推薦),3C 數位,5471,4.6,27398,ASUS,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Puma 官方正品】2026全新款 日系休閒九分褲 (熱銷推薦),潮流服飾,6431,4.9,2491,Puma,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Xiaomi 官方正品】2026全新款 平板電腦 Pro (熱銷推薦),3C 數位,7864,4.2,23202,Xiaomi,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【平價 官方正品】2026全新款 防滑吸水矽藻土地墊 (熱銷推薦),居家生活,12297,4.8,3375,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【平價 官方正品】2026全新款 復古經典運動鞋 (熱銷推薦),潮流服飾,4521,4.5,217,平價,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【The Ordinary 官方正品】2026全新款 舒緩修護保濕面膜 (熱銷推薦),美妝保養,13126,4.5,775,The Ordinary,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【GU 官方正品】2026全新款 潮流工裝縮口褲 (熱銷推薦),潮流服飾,491,4.9,2523,GU,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Apple 官方正品】2026全新款 平板電腦 Pro (熱銷推薦),3C 數位,2273,4.9,12059,Apple,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Shiseido 官方正品】2026全新款 零瑕疵柔焦粉底液 (熱銷推薦),美妝保養,3517,4.6,1481,Shiseido,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Shiseido 官方正品】2026全新款 零瑕疵柔焦粉底液 (熱銷推薦),美妝保養,13729,4.3,178,Shiseido,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Nintendo 官方正品】2026全新款 輕薄手提電腦 (熱銷推薦),3C 數位,10701,4.3,42863,Nintendo,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Sony 官方正品】2026全新款 輕薄手提電腦 (熱銷推薦),3C 數位,13799,4.2,10136,Sony,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【平價 官方正品】2026全新款 美式復古大學T (熱銷推薦),潮流服飾,1924,4.7,991,平價,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Innisfree 官方正品】2026全新款 控油潔顏慕斯 (熱銷推薦),美妝保養,9976,4.7,3162,Innisfree,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Xiaomi 官方正品】2026全新款 次世代遊戲主機 (熱銷推薦),3C 數位,5146,4.3,1832,Xiaomi,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【平價 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,3299,4.3,2927,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Nike 官方正品】2026全新款 美式復古大學T (熱銷推薦),潮流服飾,12706,4.4,2901,Nike,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Xiaomi 官方正品】2026全新款 旗艦智慧手機 (熱銷推薦),3C 數位,5738,4.6,43503,Xiaomi,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Samsung 官方正品】2026全新款 高畫質曲面螢幕 (熱銷推薦),3C 數位,257,4.9,32275,Samsung,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Nitori 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,14657,4.9,2996,Nitori,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【MUJI 官方正品】2026全新款 LED護眼智能檯燈 (熱銷推薦),居家生活,8598,5.0,1205,MUJI,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【平價 官方正品】2026全新款 多功能收納置物架 (熱銷推薦),居家生活,13578,4.8,1198,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Puma 官方正品】2026全新款 重磅純棉寬鬆短T (熱銷推薦),潮流服飾,4619,4.9,1097,Puma,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Nitori 官方正品】2026全新款 人體工學記憶棉枕 (熱銷推薦),居家生活,8148,4.9,843,Nitori,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Uniqlo 官方正品】2026全新款 透氣復古慢跑鞋 (熱銷推薦),潮流服飾,4282,4.5,2540,Uniqlo,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【平價 官方正品】2026全新款 高效保濕精華液 (熱銷推薦),美妝保養,8514,5.0,449,平價,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【平價 官方正品】2026全新款 防滑吸水矽藻土地墊 (熱銷推薦),居家生活,12471,4.4,2049,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【平價 官方正品】2026全新款 人體工學記憶棉枕 (熱銷推薦),居家生活,1574,4.4,1755,平價,https://shopee.tw/search?keyword=home,https://images.unsplash.com/photo-1566241477600-ac026ad43874?w=500
【Uniqlo 官方正品】2026全新款 美式復古大學T (熱銷推薦),潮流服飾,9578,4.5,2366,Uniqlo,https://shopee.tw/search?keyword=cloth,https://images.unsplash.com/photo-1544244015-0df4b3ffc6b0?w=500
【Shiseido 官方正品】2026全新款 舒緩修護保濕面膜 (熱銷推薦),美妝保養,9067,4.5,2977,Shiseido,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
【Innisfree 官方正品】2026全新款 零瑕疵柔焦粉底液 (熱銷推薦),美妝保養,3827,4.3,887,Innisfree,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Logitech 官方正品】2026全新款 次世代遊戲主機 (熱銷推薦),3C 數位,3188,4.4,31882,Logitech,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=500
【Loreal 官方正品】2026全新款 潤澤水光唇膏 (熱銷推薦),美妝保養,3230,4.4,1577,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【Loreal 官方正品】2026全新款 舒緩修護保濕面膜 (熱銷推薦),美妝保養,8801,4.3,285,Loreal,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【The Ordinary 官方正品】2026全新款 控油潔顏慕斯 (熱銷推薦),美妝保養,10500,4.9,2109,The Ordinary,https://shopee.tw/search?keyword=beauty,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?w=500
【Samsung 官方正品】2026全新款 機械式電競鍵盤 (熱銷推薦),3C 數位,7740,4.6,22478,Samsung,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=500
【Nintendo 官方正品】2026全新款 無線藍牙喇叭 (熱銷推薦),3C 數位,1919,4.9,26410,Nintendo,https://shopee.tw/search?keyword=3c,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?w=500
